143 143 143 143 143 143 143 143 143
159 159 155 150 142 136 131 128 126
173 169 163 155 142 127 118 111 109
202 196 175 157 138 118 104 95 91
234 221 193 157 134 108 90 35 87
272 255 212 160 128 98 83 91 95
294 284 235 166 121 87 83 97 103
335 308 255 170 112 76 87 105 111
360 338 266 177 103 68 90 103 101
390 360 290 180 94 63 93 87 83
417 387 307 186 83 61 81 66 63
484 425 325 183 70 58 62 50 46
424 425 320 177 57 54 44 34 30
369 375 306 157 43 45 30 18 13
262 260 266 131 29 31 14 4 2
218 214 186 93 16 16 2 2 2
112 117 103 51 7 5 1 2 2
21 26 22 10 2 0 1 2 2
0 0 0 1 0 0 0 0 1
